,weight_2016,vatax_2016,CONS_Total_2016,weight_2017,vatax_2017,CONS_Total_2017,weight_2018,vatax_2018,CONS_Total_2018,weight_2019,vatax_2019,CONS_Total_2019,weight_2020,vatax_2020,CONS_Total_2020,weight_2021,vatax_2021,CONS_Total_2021,weight_2022,vatax_2022,CONS_Total_2022,weight_2023,vatax_2023,CONS_Total_2023,weight_2024,vatax_2024,CONS_Total_2024,weight_2025,vatax_2025,CONS_Total_2025,weight_ref_2025,vatax_ref_2025,CONS_Total_ref_2025,weight_ref_2026,vatax_ref_2026,CONS_Total_ref_2026,weight_ref_2027,vatax_ref_2027,CONS_Total_ref_2027,weight_ref_2028,vatax_ref_2028,CONS_Total_ref_2028,weight_ref_2029,vatax_ref_2029,CONS_Total_ref_2029,weight_ref_2030,vatax_ref_2030,CONS_Total_ref_2030,ETR,ETR_ref
79,"9,610.2562",144.0000,"2,872.0000","9,610.2562",168.0000,"3,362.0000","9,610.2562",160.0000,"3,188.0000","9,610.2562",175.0000,"3,489.0000","9,610.2562",169.0000,"3,374.0000","9,610.2562",237.0000,"4,735.0000","9,610.2562",203.0000,"4,052.0000","9,610.2562",219.0000,"4,378.0000","9,610.2562",244.0000,"4,877.0000","9,610.2562",261.0000,"5,214.0000","9,610.2562",637.0000,"5,214.0000","9,610.2562",682.0000,"5,583.0000","9,610.2562",731.0000,"5,978.0000","9,610.2562",783.0000,"6,401.0000","9,610.2562",838.0000,"6,858.0000","9,610.2562",898.0000,"7,348.0000",0.0501,0.1222
80,"8,967.5001",170.0000,"2,755.0000","8,967.5001",199.0000,"3,226.0000","8,967.5001",189.0000,"3,059.0000","8,967.5001",206.0000,"3,347.0000","8,967.5001",200.0000,"3,237.0000","8,967.5001",280.0000,"4,542.0000","8,967.5001",240.0000,"3,888.0000","8,967.5001",259.0000,"4,200.0000","8,967.5001",288.0000,"4,679.0000","8,967.5001",308.0000,"5,002.0000","8,967.5001",624.0000,"5,002.0000","8,967.5001",668.0000,"5,356.0000","8,967.5001",716.0000,"5,735.0000","8,967.5001",766.0000,"6,141.0000","8,967.5001",821.0000,"6,579.0000","8,967.5001",880.0000,"7,049.0000",0.0616,0.1248
81,"8,798.1397",194.0000,"2,802.0000","8,798.1397",227.0000,"3,280.0000","8,798.1397",216.0000,"3,110.0000","8,798.1397",236.0000,"3,403.0000","8,798.1397",228.0000,"3,291.0000","8,798.1397",320.0000,"4,618.0000","8,798.1397",274.0000,"3,953.0000","8,798.1397",296.0000,"4,271.0000","8,798.1397",330.0000,"4,757.0000","8,798.1397",352.0000,"5,086.0000","8,798.1397",663.0000,"5,086.0000","8,798.1397",710.0000,"5,446.0000","8,798.1397",760.0000,"5,831.0000","8,798.1397",814.0000,"6,244.0000","8,798.1397",872.0000,"6,690.0000","8,798.1397",934.0000,"7,167.0000",0.0692,0.1304
82,"9,327.5449",189.0000,"3,056.0000","9,327.5449",221.0000,"3,578.0000","9,327.5449",210.0000,"3,393.0000","9,327.5449",229.0000,"3,713.0000","9,327.5449",222.0000,"3,591.0000","9,327.5449",311.0000,"5,039.0000","9,327.5449",266.0000,"4,312.0000","9,327.5449",288.0000,"4,659.0000","9,327.5449",321.0000,"5,190.0000","9,327.5449",343.0000,"5,548.0000","9,327.5449",717.0000,"5,548.0000","9,327.5449",768.0000,"5,941.0000","9,327.5449",822.0000,"6,362.0000","9,327.5449",880.0000,"6,812.0000","9,327.5449",943.0000,"7,298.0000","9,327.5449","1,011.0000","7,819.0000",0.0618,0.1292
83,"8,953.5156",169.0000,"3,045.0000","8,953.5156",198.0000,"3,564.0000","8,953.5156",188.0000,"3,380.0000","8,953.5156",206.0000,"3,699.0000","8,953.5156",199.0000,"3,577.0000","8,953.5156",279.0000,"5,019.0000","8,953.5156",239.0000,"4,296.0000","8,953.5156",258.0000,"4,641.0000","8,953.5156",287.0000,"5,170.0000","8,953.5156",307.0000,"5,527.0000","8,953.5156",691.0000,"5,527.0000","8,953.5156",740.0000,"5,918.0000","8,953.5156",792.0000,"6,337.0000","8,953.5156",848.0000,"6,786.0000","8,953.5156",909.0000,"7,270.0000","8,953.5156",974.0000,"7,789.0000",0.0555,0.1250
84,"9,132.9099",205.0000,"3,225.0000","9,132.9099",239.0000,"3,775.0000","9,132.9099",227.0000,"3,580.0000","9,132.9099",248.0000,"3,917.0000","9,132.9099",240.0000,"3,789.0000","9,132.9099",337.0000,"5,316.0000","9,132.9099",289.0000,"4,550.0000","9,132.9099",312.0000,"4,916.0000","9,132.9099",347.0000,"5,476.0000","9,132.9099",371.0000,"5,854.0000","9,132.9099",750.0000,"5,854.0000","9,132.9099",803.0000,"6,268.0000","9,132.9099",860.0000,"6,712.0000","9,132.9099",920.0000,"7,187.0000","9,132.9099",986.0000,"7,700.0000","9,132.9099","1,057.0000","8,250.0000",0.0634,0.1281
85,"9,029.4398",181.0000,"3,274.0000","9,029.4398",212.0000,"3,833.0000","9,029.4398",201.0000,"3,635.0000","9,029.4398",220.0000,"3,977.0000","9,029.4398",213.0000,"3,846.0000","9,029.4398",299.0000,"5,397.0000","9,029.4398",256.0000,"4,619.0000","9,029.4398",276.0000,"4,991.0000","9,029.4398",308.0000,"5,560.0000","9,029.4398",329.0000,"5,943.0000","9,029.4398",746.0000,"5,943.0000","9,029.4398",799.0000,"6,364.0000","9,029.4398",855.0000,"6,815.0000","9,029.4398",916.0000,"7,297.0000","9,029.4398",981.0000,"7,818.0000","9,029.4398","1,051.0000","8,376.0000",0.0554,0.1255
86,"9,007.1816",216.0000,"3,416.0000","9,007.1816",253.0000,"3,999.0000","9,007.1816",240.0000,"3,792.0000","9,007.1816",262.0000,"4,150.0000","9,007.1816",253.0000,"4,013.0000","9,007.1816",356.0000,"5,631.0000","9,007.1816",304.0000,"4,820.0000","9,007.1816",329.0000,"5,207.0000","9,007.1816",366.0000,"5,801.0000","9,007.1816",392.0000,"6,201.0000","9,007.1816",764.0000,"6,201.0000","9,007.1816",818.0000,"6,640.0000","9,007.1816",876.0000,"7,110.0000","9,007.1816",938.0000,"7,613.0000","9,007.1816","1,005.0000","8,157.0000","9,007.1816","1,077.0000","8,739.0000",0.0632,0.1232
87,"8,846.1741",230.0000,"3,486.0000","8,846.1741",269.0000,"4,080.0000","8,846.1741",255.0000,"3,869.0000","8,846.1741",279.0000,"4,234.0000","8,846.1741",270.0000,"4,095.0000","8,846.1741",379.0000,"5,746.0000","8,846.1741",324.0000,"4,918.0000","8,846.1741",350.0000,"5,313.0000","8,846.1741",390.0000,"5,919.0000","8,846.1741",417.0000,"6,327.0000","8,846.1741",796.0000,"6,327.0000","8,846.1741",852.0000,"6,775.0000","8,846.1741",912.0000,"7,255.0000","8,846.1741",977.0000,"7,768.0000","8,846.1741","1,047.0000","8,323.0000","8,846.1741","1,121.0000","8,917.0000",0.0659,0.1258
88,"9,213.9778",248.0000,"3,806.0000","9,213.9778",290.0000,"4,456.0000","9,213.9778",275.0000,"4,225.0000","9,213.9778",301.0000,"4,624.0000","9,213.9778",291.0000,"4,472.0000","9,213.9778",409.0000,"6,275.0000","9,213.9778",350.0000,"5,370.0000","9,213.9778",378.0000,"5,802.0000","9,213.9778",421.0000,"6,463.0000","9,213.9778",450.0000,"6,909.0000","9,213.9778",875.0000,"6,909.0000","9,213.9778",937.0000,"7,399.0000","9,213.9778","1,003.0000","7,922.0000","9,213.9778","1,074.0000","8,483.0000","9,213.9778","1,151.0000","9,089.0000","9,213.9778","1,233.0000","9,737.0000",0.0651,0.1266
89,"9,057.6521",275.0000,"3,947.0000","9,057.6521",322.0000,"4,620.0000","9,057.6521",306.0000,"4,381.0000","9,057.6521",334.0000,"4,794.0000","9,057.6521",323.0000,"4,637.0000","9,057.6521",454.0000,"6,506.0000","9,057.6521",388.0000,"5,568.0000","9,057.6521",420.0000,"6,016.0000","9,057.6521",467.0000,"6,702.0000","9,057.6521",500.0000,"7,164.0000","9,057.6521",909.0000,"7,164.0000","9,057.6521",973.0000,"7,672.0000","9,057.6521","1,042.0000","8,215.0000","9,057.6521","1,116.0000","8,796.0000","9,057.6521","1,196.0000","9,424.0000","9,057.6521","1,281.0000","10,097.0000",0.0698,0.1269
90,"9,009.6754",296.0000,"4,094.0000","9,009.6754",346.0000,"4,793.0000","9,009.6754",328.0000,"4,545.0000","9,009.6754",359.0000,"4,973.0000","9,009.6754",347.0000,"4,810.0000","9,009.6754",487.0000,"6,749.0000","9,009.6754",417.0000,"5,776.0000","9,009.6754",451.0000,"6,241.0000","9,009.6754",502.0000,"6,952.0000","9,009.6754",537.0000,"7,432.0000","9,009.6754",949.0000,"7,432.0000","9,009.6754","1,016.0000","7,958.0000","9,009.6754","1,088.0000","8,521.0000","9,009.6754","1,165.0000","9,125.0000","9,009.6754","1,248.0000","9,776.0000","9,009.6754","1,337.0000","10,474.0000",0.0723,0.1277
91,"9,057.9233",272.0000,"4,375.0000","9,057.9233",319.0000,"5,122.0000","9,057.9233",302.0000,"4,857.0000","9,057.9233",331.0000,"5,315.0000","9,057.9233",320.0000,"5,140.0000","9,057.9233",449.0000,"7,213.0000","9,057.9233",384.0000,"6,173.0000","9,057.9233",415.0000,"6,670.0000","9,057.9233",462.0000,"7,430.0000","9,057.9233",494.0000,"7,942.0000","9,057.9233",999.0000,"7,942.0000","9,057.9233","1,070.0000","8,505.0000","9,057.9233","1,146.0000","9,107.0000","9,057.9233","1,227.0000","9,751.0000","9,057.9233","1,315.0000","10,448.0000","9,057.9233","1,409.0000","11,193.0000",0.0622,0.1258
92,"8,944.2714",297.0000,"4,524.0000","8,944.2714",347.0000,"5,296.0000","8,944.2714",330.0000,"5,022.0000","8,944.2714",361.0000,"5,495.0000","8,944.2714",349.0000,"5,315.0000","8,944.2714",489.0000,"7,458.0000","8,944.2714",419.0000,"6,383.0000","8,944.2714",452.0000,"6,896.0000","8,944.2714",504.0000,"7,682.0000","8,944.2714",539.0000,"8,212.0000","8,944.2714","1,018.0000","8,212.0000","8,944.2714","1,090.0000","8,794.0000","8,944.2714","1,167.0000","9,416.0000","8,944.2714","1,250.0000","10,083.0000","8,944.2714","1,339.0000","10,802.0000","8,944.2714","1,434.0000","11,573.0000",0.0656,0.1240
93,"9,175.6000",375.0000,"4,971.0000","9,175.6000",439.0000,"5,820.0000","9,175.6000",416.0000,"5,519.0000","9,175.6000",456.0000,"6,039.0000","9,175.6000",441.0000,"5,841.0000","9,175.6000",618.0000,"8,195.0000","9,175.6000",529.0000,"7,014.0000","9,175.6000",572.0000,"7,578.0000","9,175.6000",637.0000,"8,442.0000","9,175.6000",681.0000,"9,025.0000","9,175.6000","1,157.0000","9,025.0000","9,175.6000","1,239.0000","9,664.0000","9,175.6000","1,326.0000","10,348.0000","9,175.6000","1,420.0000","11,080.0000","9,175.6000","1,521.0000","11,871.0000","9,175.6000","1,630.0000","12,718.0000",0.0755,0.1282
94,"8,852.8376",450.0000,"5,271.0000","8,852.8376",527.0000,"6,170.0000","8,852.8376",500.0000,"5,851.0000","8,852.8376",547.0000,"6,403.0000","8,852.8376",529.0000,"6,192.0000","8,852.8376",742.0000,"8,689.0000","8,852.8376",635.0000,"7,436.0000","8,852.8376",686.0000,"8,035.0000","8,852.8376",765.0000,"8,950.0000","8,852.8376",817.0000,"9,568.0000","8,852.8376","1,250.0000","9,568.0000","8,852.8376","1,338.0000","10,245.0000","8,852.8376","1,433.0000","10,971.0000","8,852.8376","1,535.0000","11,747.0000","8,852.8376","1,644.0000","12,586.0000","8,852.8376","1,761.0000","13,484.0000",0.0854,0.1306
95,"8,572.6698",448.0000,"5,592.0000","8,572.6698",525.0000,"6,546.0000","8,572.6698",498.0000,"6,207.0000","8,572.6698",544.0000,"6,792.0000","8,572.6698",527.0000,"6,569.0000","8,572.6698",739.0000,"9,218.0000","8,572.6698",632.0000,"7,889.0000","8,572.6698",683.0000,"8,524.0000","8,572.6698",761.0000,"9,495.0000","8,572.6698",814.0000,"10,150.0000","8,572.6698","1,303.0000","10,150.0000","8,572.6698","1,396.0000","10,869.0000","8,572.6698","1,495.0000","11,638.0000","8,572.6698","1,600.0000","12,462.0000","8,572.6698","1,715.0000","13,352.0000","8,572.6698","1,837.0000","14,305.0000",0.0802,0.1284
96,"9,664.3695",593.0000,"6,784.0000","9,664.3695",694.0000,"7,942.0000","9,664.3695",658.0000,"7,531.0000","9,664.3695",720.0000,"8,241.0000","9,664.3695",697.0000,"7,970.0000","9,664.3695",978.0000,"11,183.0000","9,664.3695",837.0000,"9,571.0000","9,664.3695",904.0000,"10,341.0000","9,664.3695","1,007.0000","11,520.0000","9,664.3695","1,077.0000","12,315.0000","9,664.3695","1,593.0000","12,315.0000","9,664.3695","1,706.0000","13,187.0000","9,664.3695","1,827.0000","14,120.0000","9,664.3695","1,956.0000","15,120.0000","9,664.3695","2,096.0000","16,199.0000","9,664.3695","2,245.0000","17,355.0000",0.0875,0.1294
97,"9,030.0444",569.0000,"7,196.0000","9,030.0444",666.0000,"8,424.0000","9,030.0444",631.0000,"7,988.0000","9,030.0444",691.0000,"8,741.0000","9,030.0444",668.0000,"8,454.0000","9,030.0444",938.0000,"11,862.0000","9,030.0444",803.0000,"10,152.0000","9,030.0444",867.0000,"10,969.0000","9,030.0444",966.0000,"12,219.0000","9,030.0444","1,033.0000","13,063.0000","9,030.0444","1,712.0000","13,063.0000","9,030.0444","1,834.0000","13,987.0000","9,030.0444","1,963.0000","14,978.0000","9,030.0444","2,102.0000","16,038.0000","9,030.0444","2,253.0000","17,183.0000","9,030.0444","2,413.0000","18,409.0000",0.0791,0.1311
98,"8,979.8982",911.0000,"8,932.0000","8,979.8982","1,066.0000","10,456.0000","8,979.8982","1,011.0000","9,915.0000","8,979.8982","1,106.0000","10,850.0000","8,979.8982","1,070.0000","10,493.0000","8,979.8982","1,501.0000","14,724.0000","8,979.8982","1,285.0000","12,602.0000","8,979.8982","1,388.0000","13,615.0000","8,979.8982","1,547.0000","15,167.0000","8,979.8982","1,653.0000","16,214.0000","8,979.8982","2,161.0000","16,214.0000","8,979.8982","2,314.0000","17,362.0000","8,979.8982","2,478.0000","18,591.0000","8,979.8982","2,653.0000","19,907.0000","8,979.8982","2,842.0000","21,328.0000","8,979.8982","3,045.0000","22,850.0000",0.1019,0.1333
99,"9,122.6417","1,701.0000","16,625.0000","9,122.6417","1,992.0000","19,462.0000","9,122.6417","1,889.0000","18,455.0000","9,122.6417","2,067.0000","20,195.0000","9,122.6417","1,999.0000","19,532.0000","9,122.6417","2,805.0000","27,406.0000","9,122.6417","2,400.0000","23,456.0000","9,122.6417","2,593.0000","25,343.0000","9,122.6417","2,889.0000","28,230.0000","9,122.6417","3,088.0000","30,179.0000","9,122.6417","3,909.0000","30,179.0000","9,122.6417","4,186.0000","32,316.0000","9,122.6417","4,483.0000","34,603.0000","9,122.6417","4,800.0000","37,053.0000","9,122.6417","5,143.0000","39,698.0000","9,122.6417","5,510.0000","42,531.0000",0.1023,0.1295
ALL,"903,629.0159","12,921.0000","195,054.0000","903,629.0159","15,126.0000","228,343.0000","903,629.0159","14,343.0000","216,531.0000","903,629.0159","15,696.0000","236,945.0000","903,629.0159","15,180.0000","229,157.0000","903,629.0159","21,300.0000","321,546.0000","903,629.0159","18,229.0000","275,197.0000","903,629.0159","19,696.0000","297,337.0000","903,629.0159","21,940.0000","331,216.0000","903,629.0159","23,455.0000","354,081.0000","903,629.0159","45,976.0000","354,081.0000","903,629.0159","49,231.0000","379,147.0000","903,629.0159","52,716.0000","405,987.0000","903,629.0159","56,448.0000","434,727.0000","903,629.0159","60,477.0000","465,757.0000","903,629.0159","64,794.0000","499,002.0000",0.0662,0.1298
